,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
680,GRND3,1075,1809,271,4516,"2,98%",2502,368,2871,371,2001,"15,73%","24,96%",1077,"15,92%","14,96%","10.009.000,00","3.584.890.000,00",002,"-0,18%"
681,AESL3,"10.081,90",1816,298,1549,"0,00%",1151,2834,1136,-288,864,"13,64%","8,53%",123,"11,14%","16,43%",000,"3.803.300.000,00",104,"20,41%"
682,AESL4,"10.081,90",1816,298,1549,"0,00%",1151,2834,1136,-288,864,"13,64%","8,53%",123,"11,14%","16,43%",000,"3.803.300.000,00",104,"20,41%"
683,KROT11,4000,1818,058,1339,"0,00%",287,555,1079,-074,1016,"12,41%","7,31%",176,"2,75%","3,22%",000,"16.062.500.000,00",070,"8,00%"
684,VIVT4,5625,1824,135,2163,"6,58%",859,5580,1411,-492,614,"15,33%","11,86%",109,"6,81%","7,38%","74.822.900,00","70.612.300.000,00",019,"2,90%"
685,PCAR4,8016,1840,198,0403,"1,45%",508,368,614,-205,498,"6,56%","2,02%",139,"15,36%","10,75%","101.723.000,00","10.860.000.000,00",141,"-8,51%"
686,CSRN6,1706,1843,286,1482,"7,51%",714,729,1148,-139,1295,"12,91%","8,04%",172,"6,97%","15,52%",3967,"1.002.440.000,00",174,"4,60%"
687,BFIT3,098,1849,206,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","11,15%",000,"1.849.420.000,00",000,"35,67%"
688,JBSS3,2848,1852,253,0399,"0,01%",635,620,681,-150,707,"5,86%","2,31%",151,"11,44%","13,67%","388.924.000,00","30.703.700.000,00",172,"5,42%"
689,CEPE3,2453,1854,113,0408,"0,00%",231,1034,398,-044,876,"10,25%","2,20%",109,"6,59%","6,10%",000,"1.618.100.000,00",296,"1,47%"
690,VALE3,4998,1857,151,1821,"0,00%",675,1254,436,-194,402,"41,76%","9,76%",138,"17,94%","8,13%","827.616.000,00","174.897.000.000,00",040,"14,69%"
691,TMCP3,5600,1858,138,1525,"0,00%",937,385,2425,474,1968,"6,29%","9,75%",230,"5,54%","7,44%",000,"1.798.930.000,00",003,"10,49%"
692,SULA11,5319,1866,301,0986,"1,45%",749,213,2565,-2038,680,"3,84%","5,28%",197,"7,30%","16,14%","135.749.000,00","6.959.350.000,00",030,"9,90%"
693,BPAC5,2187,1873,278,0000,"2,15%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","14,83%","11.018,30","20.766.600.000,00",000,"-1,38%"
694,TXRX4,391,1884,-005,0171,"0,00%",95,-006,624,-004,2664,"2,74%","0,91%",16,"2,41%","-0,29%","22.155,90","-305.523.000,00",-063,"4,21%"
695,SMLE3,9282,1888,2191,6635,"0,00%",6477,-12400,1650,-4231,1320,"40,22%","35,14%",91,"46,17%","116,04%",000,"524.731.000,00",000,"36,83%"
696,TMCP4,5820,1931,144,1585,"0,00%",973,400,2521,492,2063,"6,29%","9,75%",230,"5,54%","7,44%",000,"1.798.930.000,00",003,"10,49%"
697,SPRI6,1169,1932,075,0000,"0,00%",698,000,-1430,000,-1277,"0,00%","0,00%",0,"0,00%","3,91%",10874,"39.160.000,00",000,"-42,88%"
698,CSRN3,1800,1945,302,1564,"6,47%",754,769,1211,-146,1342,"12,91%","8,04%",172,"6,97%","15,52%","3.287,00","1.002.440.000,00",174,"4,60%"
699,CSRN5,1800,1945,302,1564,"7,12%",754,769,1211,-146,1342,"12,91%","8,04%",172,"6,97%","15,52%",8372,"1.002.440.000,00",174,"4,60%"
700,KLBN4,343,1957,311,1733,"5,30%",498,138,718,-129,746,"24,13%","9,31%",511,"10,70%","15,87%","2.233.730,00","5.973.560.000,00",456,"18,96%"
701,JHSF3,567,1959,156,6163,"1,70%",726,25740,2775,-164,3083,"22,21%","33,42%",103,"2,69%","7,98%","14.593.500,00","2.313.410.000,00",047,"-2,10%"
702,PATI4,2549,1959,109,0438,"5,33%",499,099,966,234,875,"4,53%","2,23%",297,"9,19%","5,59%","1.475,40","425.541.000,00",072,"14,74%"
703,ENGI4,854,1960,282,0830,"2,53%",408,412,780,-075,928,"10,65%","4,55%",152,"5,93%","14,41%","38.423,50","5.488.090.000,00",304,"13,61%"
704,GGBR4,1700,1965,107,0713,"1,65%",551,315,872,-363,766,"8,18%","3,67%",213,"7,33%","5,45%","204.680.000,00","27.282.400.000,00",057,"-0,07%"
705,PCAR3,8600,1974,212,0432,"1,23%",545,395,659,-220,530,"6,56%","2,02%",139,"15,36%","10,75%","3.090,44","10.860.000.000,00",141,"-8,51%"
706,AUTM3,1970,2000,190,0709,"0,00%",547,408,678,-242,899,"10,47%","4,31%",148,"11,93%","9,50%",000,"1.304.250.000,00",097,"28,21%"
707,BPAC11,7025,2005,297,0000,"2,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","14,83%","134.538.000,00","20.766.600.000,00",000,"-1,38%"
708,AEDU11,3735,2013,113,1405,"0,00%",732,577,1393,-731,1082,"10,08%","6,98%",204,"5,77%","5,60%",000,"2.415.400.000,00",030,"20,90%"
709,KLBN11,1772,2022,321,1791,"5,13%",514,143,742,-133,760,"24,13%","9,31%",511,"10,70%","15,87%","69.029.800,00","5.973.560.000,00",456,"18,96%"
710,DIRR3,1215,2060,143,1256,"7,24%",399,098,842,-218,769,"14,93%","7,30%",472,"5,86%","6,95%","8.584.080,00","1.302.000.000,00",071,"-7,36%"
711,HGTX3,3206,2110,377,3318,"2,94%",2827,607,2273,656,1592,"14,60%","15,73%",316,"17,96%","17,87%","52.602.400,00","1.382.520.000,00",005,"-0,19%"
712,ENGI11,4598,2110,304,0894,"2,35%",440,444,840,-080,965,"10,65%","4,55%",152,"5,93%","14,41%","71.588.000,00","5.488.090.000,00",304,"13,61%"
713,MOAR3,17500,2112,202,932141,"8,21%",1472,979,-4721,-6346,-4382,"-1.974,48%","4.514,04%",253,"-4,07%","9,57%","17.639,50","1.060.840.000,00",015,"-28,50%"
714,WSON33,3716,2112,131,1644,"5,77%",580,2195,477,-137,800,"34,48%","8,14%",125,"13,47%","6,21%","1.184.770,00","2.018.430.000,00",100,"-0,49%"
715,UGPA3,2181,2115,251,0272,"2,52%",763,238,1434,-382,1275,"1,90%","1,31%",297,"7,21%","11,85%","133.895.000,00","9.687.590.000,00",172,"5,34%"
716,TRIS3,1331,2125,240,3395,"0,81%",1467,226,1768,287,1627,"19,20%","17,39%",399,"12,54%","11,28%","16.951.700,00","1.036.050.000,00",034,"19,43%"
717,FRAS4,579,2135,161,0936,"0,00%",772,309,1376,-1869,970,"6,80%","4,09%",215,"7,01%","7,52%",000,"784.832.000,00",052,"12,17%"
718,YDUQ3,4241,2169,411,3651,"1,20%",2284,1336,1618,-1483,1233,"22,56%","16,84%",244,"17,11%","18,93%","95.804.300,00","3.192.040.000,00",060,"6,07%"
719,LEVE4,4449,2189,432,2226,"0,00%",2377,1006,1451,4583,1222,"15,34%","10,07%",188,"19,49%","19,75%",000,"1.320.440.000,00",031,"1,93%"
720,PNVL4,38900,2198,352,0694,"1,61%",1299,514,825,-4349,742,"8,42%","3,16%",173,"20,66%","16,03%","49.788,20","498.578.000,00",094,"6,46%"
721,GBIO33,896,2211,126,1257,"0,00%",723,335,737,1105,849,"17,06%","5,68%",179,"12,75%","5,68%","7.523.190,00","760.840.000,00",029,"-10,40%"
722,CRTP3,8650,2226,238,2435,"0,00%",1570,555,1963,819,1802,"12,40%","10,94%",214,"12,36%","10,68%",000,"1.210.570.000,00",012,"10,11%"
723,BSCT6,258,2249,204,0000,"0,00%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","9,05%",000,"212.960.000,00",000,"1,92%"
724,KLBN3,396,2259,359,2001,"4,59%",575,160,829,-149,810,"24,13%","9,31%",511,"10,70%","15,87%","692.027,00","5.973.560.000,00",456,"18,96%"
725,RSIP3,044,2270,132,0875,"0,00%",433,-1098,953,-146,3321,"9,17%","3,85%",90,"5,00%","5,80%",000,"66.914.000,00",140,"15,13%"
726,RSIP4,044,2270,132,0875,"0,00%",433,-1098,953,-146,3321,"9,17%","3,85%",90,"5,00%","5,80%",000,"66.914.000,00",140,"15,13%"
727,HAGA3,350,2310,-051,1765,"0,00%",728,190,-1439,-045,-3958,"-12,27%","7,64%",190,"-14,07%","-2,22%","4.134,09","-81.209.100,00",-055,"-7,15%"
728,SULA3,2199,2315,374,1223,"1,17%",929,265,3181,-2527,1227,"3,84%","5,28%",197,"7,30%","16,14%","8.789,05","6.959.350.000,00",030,"9,90%"
729,JSLG3,2139,2317,343,0482,"0,71%",217,102,405,-051,664,"11,88%","2,82%",185,"9,00%","14,79%","9.079.470,00","1.290.550.000,00",1134,"11,21%"
730,PARD3,2486,2321,487,2466,"1,89%",2000,1298,1542,-785,1202,"15,99%","10,65%",186,"15,46%","20,97%","6.051.720,00","668.985.000,00",035,"11,17%"
731,LUXM4,2365,2329,107,0974,"7,91%",638,-12326,1063,-210,535,"9,16%","4,18%",95,"6,34%","4,58%","25.220,50","115.330.000,00",029,"16,05%"
732,WEGE4,1610,2331,406,2662,"0,00%",2183,661,1705,1270,1410,"15,61%","11,54%",213,"17,62%","17,40%",000,"8.327.980.000,00",036,"8,46%"
733,TVIT3,1930,2346,545,1705,"0,00%",2424,17542,1602,-1272,1714,"10,64%","7,27%",104,"17,58%","23,24%",000,"314.984.000,00",056,"0,00%"
734,EUCA3,1350,2353,097,0902,"0,31%",558,"-6.011,33",864,-400,613,"10,44%","4,65%",100,"6,99%","4,12%","6.823,98","1.288.300.000,00",034,"4,72%"
735,AGRO3,1685,2370,102,1820,"5,52%",650,462,932,-1357,978,"19,52%","15,38%",181,"8,17%","4,31%","780.383,00","938.852.000,00",041,"11,76%"
736,TMGC3,"1.500,00",2377,305,2182,"0,00%",2101,1270,3347,2243,3214,"6,52%","9,18%",169,"8,73%","12,83%",000,"1.167.010.000,00",005,"10,49%"
737,UCAS3,479,2393,173,2159,"0,00%",1383,356,2716,399,1228,"7,95%","9,02%",345,"7,38%","7,24%","879.467,00","182.761.000,00",000,"-11,23%"
738,TSEP4,2901,2397,130,1282,"0,00%",906,380,1482,443,1229,"8,65%","5,35%",188,"9,10%","5,43%",000,"2.047.020.000,00",000,"4,50%"
739,BPAC3,2801,2399,356,0000,"1,68%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","14,83%","15.204,80","20.766.600.000,00",000,"-1,38%"
740,CELP5,600,2407,404,2455,"2,00%",1318,635,1135,-449,836,"21,63%","10,20%",220,"14,86%","16,78%","9.516,19","3.280.990.000,00",011,"6,32%"
741,CELP7,604,2423,407,2471,"1,82%",1327,640,1143,-452,842,"21,63%","10,20%",220,"14,86%","16,78%","9.738,37","3.280.990.000,00",011,"6,32%"
742,SMTO3,2090,2426,216,2124,"1,49%",642,338,1370,-166,705,"15,51%","8,76%",249,"5,47%","8,90%","16.018.200,00","3.426.770.000,00",179,"13,98%"
743,BPAN4,900,2435,213,0000,"0,84%",0,000,000,000,000,"0,00%","0,00%",0,"0,00%","8,74%","33.915.700,00","4.830.820.000,00",000,"12,67%"
744,TUPY4,4821,2445,297,1321,"0,00%",1338,504,1557,-2465,1034,"8,48%","5,40%",215,"11,32%","12,15%",000,"2.338.990.000,00",064,"13,22%"
745,MAGS3,6245,2449,313,2217,"0,00%",2120,490,1502,665,1419,"14,76%","8,91%",306,"18,74%","12,78%",000,"848.546.000,00",013,"10,05%"
746,QUAL3,3680,2476,450,5330,"13,01%",2434,797,1316,-7566,862,"40,50%","21,52%",352,"29,42%","18,16%","95.561.200,00","2.324.350.000,00",056,"3,47%"
747,CVCB3,4014,2479,437,3026,"1,08%",864,360,849,-1160,844,"35,63%","11,56%",149,"12,21%","17,62%","119.046.000,00","1.370.930.000,00",113,"19,00%"
748,REDE3,810,2491,472,1559,"5,68%",896,612,1076,-216,1083,"14,49%","8,54%",181,"9,24%","18,94%","16.641,60","3.532.700.000,00",219,"10,36%"
749,GPIV33,686,2517,056,2979,"0,00%",221,109,423,917,027,"70,35%","39,14%",1158,"6,63%","2,22%","346.422,00","1.345.380.000,00",000,"-21,47%"
750,MOVI3,1650,2524,219,1433,"2,00%",657,5565,1092,-188,1006,"13,12%","5,68%",103,"10,55%","8,69%","26.386.400,00","2.247.810.000,00",149,"23,04%"
751,CRUZ3,2759,2531,2246,6614,"0,00%",7185,6203,2074,12493,1927,"31,89%","26,13%",119,"46,80%","88,76%",000,"1.877.350.000,00",063,"3,04%"
752,ELPL3,4932,2542,287,0700,"0,00%",417,2482,704,-069,705,"9,93%","2,75%",107,"6,64%","11,29%","1.300.510,00","3.445.110.000,00",125,"3,10%"
753,LCAM3,1737,2555,287,1754,"1,78%",835,6839,1017,-175,952,"17,24%","6,87%",106,"11,38%","11,22%","27.440.600,00","2.712.690.000,00",167,"61,88%"
754,ABEV3,1805,2572,432,5383,"1,77%",2771,3965,1741,-4403,1321,"30,92%","21,67%",133,"21,38%","16,79%","348.189.000,00","65.751.800.000,00",006,"4,19%"
755,JPSA3,3232,2574,187,3815,"1,23%",521,394,739,-189,862,"51,61%","33,48%",394,"8,16%","7,26%","7.085.730,00","1.519.490.000,00",149,"4,17%"
756,TNLP4,2036,2596,071,0344,"0,00%",125,129,340,-033,907,"10,12%","-0,07%",148,"4,58%","2,72%",000,"13.736.000.000,00",202,"15,39%"
757,MDIA3,3308,2597,193,1872,"1,24%",1400,948,2346,6686,1666,"7,98%","7,21%",200,"6,66%","7,44%","50.694.000,00","5.805.250.000,00",020,"6,80%"
758,AFLT3,1320,2606,384,20351,"0,00%",3658,1163,2643,1299,2481,"77,00%","78,08%",2245,"18,11%","14,73%","112.114,00","216.847.000,00",001,"35,75%"
759,UGPA4,2710,2628,311,0338,"0,00%",948,296,1781,-475,1490,"1,90%","1,31%",297,"7,21%","11,85%",000,"9.687.590.000,00",172,"5,34%"
760,AMBV4,8680,2659,874,8027,"0,00%",5253,14402,2054,-3772,1835,"39,08%","30,76%",118,"32,43%","32,88%",000,"31.105.700.000,00",010,"21,73%"
761,AMBV3,8700,2665,876,8045,"0,00%",5266,14435,2059,-3780,1839,"39,08%","30,76%",118,"32,43%","32,88%",000,"31.105.700.000,00",010,"21,73%"
762,ENGI3,1181,2710,390,1148,"1,83%",565,570,1078,-103,1114,"10,65%","4,55%",152,"5,93%","14,41%","86.072,30","5.488.090.000,00",304,"13,61%"
763,RPSA4,490,2733,155,5697,"0,00%",805,509,10753,-450,13755,"5,30%","20,85%",209,"0,85%","5,69%",000,"1.167.980.000,00",061,"-14,23%"
764,SEBB11,2327,2801,644,2214,"0,00%",5279,2465,2396,2894,2373,"9,24%","7,40%",244,"24,15%","23,01%",000,"145.783.000,00",001,"50,04%"
765,CYRE3,2684,2803,210,2663,"5,14%",1076,286,2530,852,2509,"10,53%","11,89%",288,"5,10%","7,49%","87.497.600,00","5.112.190.000,00",048,"-5,81%"
766,USIM6,790,2837,070,0683,"2,02%",366,155,827,-660,636,"8,25%","3,52%",288,"5,05%","2,45%",51816,"14.236.300.000,00",041,"11,61%"
